14	08	28	15	22	07	05
16	30	28	11	14	18	06
28	17	03	29	14	10	30
27	13	26	15	04	12	09
07	31	13	26	22	29	21
19	04	26	20	09	28	12
30	01	27	09	24	25	29
24	03	30	06	14	18	27
20	08	19	21	07	26	24
15	10	24	22	29	16	01
09	23	13	04	21	15	25
27	20	11	14	17	25	23
19	09	02	17	18	06	22
29	17	24	07	23	11	10
23	08	07	29	26	31	30
14	09	18	25	08	06	15
22	16	13	18	20	10	05
24	19	14	03	28	12	05
01	05	13	10	03	14	26
26	13	23	08	04	11	28
06	07	30	27	01	20	21
11	10	24	23	14	03	08
10	23	24	09	05	25	01
07	04	16	27	28	17	20
01	27	11	08	13	05	10
30	11	12	20	02	08	07
29	26	25	07	11	31	01
23	24	25	02	01	17	31
05	26	07	13	08	22	30
15	17	21	24	25	31	14
19	29	06	23	08	20	22
10	19	27	26	18	02	24
26	25	10	17	29	02	28
25	07	24	16	20	23	26
11	09	26	19	18	04	08
05	11	18	22	12	26	15
24	22	28	30	16	20	09
24	29	20	28	21	06	08
31	16	13	04	22	19	12
22	01	23	10	28	02	15
23	24	03	04	06	26	11
29	05	25	03	15	04	27
22	06	21	14	25	20	09
11	30	25	19	10	27	13
04	01	14	12	22	05	27
10	07	19	30	31	29	03
30	18	14	11	13	12	02
06	23	12	03	28	15	07
17	21	11	19	06	14	15
23	31	29	26	25	19	17
17	26	29	06	23	15	22
22	20	12	24	28	26	21
17	16	10	21	19	15	30
06	11	04	15	22	21	19
03	12	16	29	11	24	31
04	27	19	26	23	20	02
21	10	05	26	31	29	25
23	03	21	08	20	09	27
08	13	09	30	23	20	04
07	09	25	13	20	10	22
31	13	12	01	17	29	11
23	11	25	13	21	18	27
24	07	27	21	26	14	03
26	31	22	17	28	15	05
29	24	15	22	16	14	17
10	20	28	26	22	13	17
22	30	11	02	09	24	16
26	03	06	09	10	02	15
15	06	07	14	31	22	04
31	22	11	20	10	05	29
23	18	21	22	06	02	15
22	09	07	15	26	02	04
25	29	27	23	16	05	28
26	17	25	12	28	01	29
13	07	05	10	11	17	23
10	22	24	28	04	03	18
28	13	21	23	19	06	27
02	05	08	01	24	25	15
30	16	31	21	08	25	14
01	26	23	02	17	25	14
14	09	12	30	10	07	08
30	02	31	20	03	07	10
02	19	23	07	24	20	15
31	17	19	21	23	12	06
10	07	06	04	31	03	24
